Unnamed: 0	questionID	questionTitle	questionText	questionLink	topic	therapistInfo	therapistURL	answerText	upvotes	views	split
10	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Michael GreeneTherapy That Focuses on Root Causes	httpscounselchatcomtherapistsmichaelgreene	People who feel worthless were in one way or another were told that they are worthless This is the lie that they are living with The work of therapy is to help people see their true good selves This gives them self esteem	0	39	train
11	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Janna KinnerFlourish Christian Counseling	httpscounselchatcomtherapistsjannakinner	Im sorry to hear youre feeling this intense emotion of worthlessness Im glad to hear this has not reached the point of suicidal ideation however it does sounds like you could use some additional support right now I would recommend seeking out counseling to help you challenge the negative beliefs you have about yourself Although many types of therapy would be helpful cognitivebehavioral therapy has been shown to be a good approach for this type of struggle A CBT therapist can help you identify your negative thoughts and beliefs figure out the ways your thoughts are being distorted for example allornothing thinking or discounting the positives about yourself and reframe your thoughts to be more positive You might also consider EMDR therapy which helps the brain reprocess traumatic or distressing memories and helps you move forward with more positive beliefs about yourself Best wishes	0	38	train
12	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Anna OwensLicensed Professional Counselor	httpscounselchatcomtherapistsannaowens	It sounds like you may be struggling with depression Depression can make you feel overwhelmed and paralyzed to change I would suggest that you connect with a provider who can help you get to the root of where the worthlessness is coming from and help you develop a plan for recovery In the meantime small steps can go a long way Selfcare interventions such as journaling your feelings mindfulness meditation and regular exercise are all helpful to reconnecting with the present moment and gaining internal motivation Focusing on one day at a time and bringing your thoughts back to the present can also be beneficial There is hope	0	30	train
13	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Jeanette RazoGonzalezLittle Steps Giant Leaps	httpscounselchatcomtherapistsjeanetterazogonzalez2	Im glad you are interested in changing your feelings of worthlessness Visiting your doctor is a great first step to address your lack of sleep First you want to make sure that you are physically healthy and that there isnt a physical condition causing your problem with sleepChanging your feelings is something that is difficult to do especially on your own Make sure that you have someone you can trust and you can talk to about how you feel This can be a friend or a family member If you find that there isnt anyone you would feel comfortable talking to about this issue find a therapist close to you who can helpOne activity that people have found helpful in feeling better about themselves is keeping a gratitude journal You can do this by journaling daily about the things that you are grateful for There is no right or wrong way of doing this as long as you focus your journal entries on the things you are grateful for in life	0	107	train
14	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Bill LeavittOffering you help in dealing with Anxiety Stress and Depression	httpscounselchatcomtherapistsbillleavitt	"You have
several things going on here The sleep should be addressed with a primary care
physician to rule out any physical issues Sleep is the big reset and allows us
to function in the day What happens during a depression is that our thoughts
race and it is as though our brain wont shut off Medication can help with
thisI also use a Pranayama yoga breathing technique called the four
fold breath which has great usefulness for relaxing us and often does work quite well with allowing
us to sleep You can read about it here httpsbillleavitttherapycombreathingtechniquesthefourfoldbreathYour
thoughts on feeling worthless to everyone fall under a heading of thinking
error in Cognitive Behavioral Therapy CBT known as overgeneralization In CBT
thoughts lead to emotions so we are going to pick the statement apart and then
reframe it First list
the evidence that contradicts the thought Has anyone in the past made positive
comments toward you This might be hard to recall if we are in a rut but at
some point in life we frequently have had some positives expressed towards us
by others Everyone is an absolute The
specifics on why you are thinking this need to be addressed How are you
arriving at this conclusion There may be specific people that we want more
validation from Or specific people might have made offhand hurtful comments such
as a family member teacher or coworker but if I extrapolate that to a global
and think that everyone thinks I am worthless that thought is not rooted in
facts 
What are
the Pros and Cons of thinking this way What are the Benefits and Costs There
are very little pros or benefits to thinking this way Its just going to
continue to tear you down and make you feel bad So can we reframe the thought
about the situation Is there another way of looking at the situation Again
we need the specifics on how you are arriving at this conclusion and a one on
one therapist can definitely help you with this but the thinking that you are
using to arrive at the conclusion needs to be recast into a more helpful
mindset"	0	115	train
15	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Amelia Mora MarsHi Im Amelia I help overwhelmed stressed out teen girls and women find peace again	httpscounselchatcomtherapistsameliamoramars	Hello you sound like you have so much on your mind I am relieved to hear that you have never tried or have contemplated suicide but not being able to sleep feeling worthless and like you shouldnt be here are big issues that need addressingPlease get around to counseling Having someone to listen to you is a gift to yourself You deserve the help of someone helping you change your feelings of worthlessness You have not been able to do this alone Its time to reach out for help You can do this Best to you	0	98	train
16	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Marie OMeara LCSW	httpscounselchatcomtherapistsmarieomearalcsw	It sounds like you are having some pretty severe depression Depression can cause insomnia and make a person focus on their own perceptions that they are worthless It is important to remember that other people may not truly perceive you as worthless This is the depression talking I think that it is extremely important when you are this depressed to sit down and write down some positives about yourself What are your strengths What are some positive things that your have done in your life It concerns me that you are having suicidal thoughts It sounds like now is the time to act on the idea of getting some help for yourself If you feel like you might actually take your life I would recommend that you go to a hospital emergency room or a mental health crisis clinic right away to get some help The most important thing right now is to keep yourself safe If you are feeling like you are not going to hurt yourself despite your suicidal thoughts I would recommend that you focus on finding a therapist as soon as possible I dont know what your situation is in terms of insurance The back of your insurance card should inform you how to obtain mental health services There are also low cost services available with such places as Catholic Charities and others Your local county mental health agency should be able to refer you to some appropriate places Good luck Remember to identify your strengths and the good things about yourself Marie	0	1380	train
17	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Adriana DyurichCOUNSELING WELLNESS AND CONSULTING for for Moms moms to be and their children	httpscounselchatcomtherapistsadrianadyurich	You can for sure and the first step is to believe you are worthy TO YOURSELF Recognizing you are in a quest is already a big first step Taking the time to start figuring out who you are is definitely the next do so with SELF COMPASSION and kindness Know this is a process and just look forward for what you might find I do recommend you find someone to talk to there are many options out there that can fit the situation you are in and I also recommend you start by giving yourself the importance to invest some time and effort in this quest YOU DESERVE IT There are some excellent TED Talks you can google great books you can read or even joining a yoga practice team or some kind of hobby may help Anything that shows yourself you are worthy of this effort Have patience and start the answer is out there waiting for you Asking these questions already set you on the right path	0	60	train
18	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Heather BradleyHelping you heal from trauma and live meaningful lives	httpscounselchatcomtherapistsheatherbradley	Oftentimes we can change our feelings about ourselves by building a better relationship with ourself It sounds like there is a very critical aspect of your self that is alive and taking over Sometimes when we are stuck it is because a part of ourselves a way that perhaps we learned to cope with difficult situations earlier in our lives has decided to run the show Like a highly critical part that may actually be desperately attempting to protect us from a past hurtSlowing down and even forming a relationship with this critical internal part will help you get some space from it When we can begin to observe parts of ourselves be curious about them get to know them like a new friend then we have room for other ways of being Beginning therapy could be a great way to change this feeling of worthlessness Beginning to build a better relationship and understanding of yourself will deeply influence the relationships around you This first step may feel hard to reach out to someone and it could be the beginning step to a path of radically shifting your relationship with yourself and others in your life	0	83	train
19	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Grace BrooksCaring Kind and Experienced	httpscounselchatcomtherapistsgracebrooks2	Feelings of worthlessness often originate from what you learned about yourself when you were young Improving your self esteem needs focus on that original message from parents teachers or siblings that may be suppressed Most of us need help to uncover the lie because you were born valuable	0	146	train
20	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Debbie Gottlieb	httpscounselchatcomtherapistsdebbiegottlieb	The feeling of being worthless is caused by your inside being not matching your outside result Your comparison to others and you thinking you need to be someone other than who you are You are not worthless No one is worthless You need to find your worth and not let yourself talk yourself out of the good you find in yourself I hope these words resonate with you and that you start looking for your worth even if its as simple as I am able to get out of bed and call someone and make a joke	0	87	train
21	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Minal NebhnaniDiscover Your Best Self	httpscounselchatcomtherapistsminalnebhnani	"Hi there Im sorry youre feeling this way Let me see if I can guide you in the right direction Often when I talk to my clients about feelings of worthlessness we start with a little bit of selfexploration We start with noticing Start to notice when these feelings come up for you Is there a particular time
of day a specific person who brings it out a phrase you hear Just
start to notice Usually its tied to something but it may take a while to figure out what that somethingsomeone is Try to be patientNext we start to explore When did these feelings start Where do you think they come from Is there something  a statement  perhaps that repeats in your head over and over again If so whose voice is it These are difficult questions and just a few of them so take your time answering them We usually do it over a few sessions It might even be helpful to write them down somewhere If you have a journal that would be a great place as research has shown that our brain works differently when we put pen to paper versus typing on a computer Now comes the good news Our brains are able to rewire themselves This allows us to change habits we dont want as well as statements we say to ourselves that are no longer serving us The next step is to select an ally Someone who is or has been in your corner someone who is always rooting for you If you dont have someone like that thats ok  a lot of us dont  you can just make someone up Close your eyes and try to describe that person in great detail from the way they look to the way they act to the way they sound Now pick a phrase you would like that person to say to you whenever you start to think that youre worthless Something that will help you feel better about yourself  a characteristic a skill a great joke you tell a physical attribute This also takes time and may involve you asking for help from someone who knows youOnce you have all of that together  the noticing answers from where these feelings and statements come from your ally your new statement you can try to put it altogether When the feelings come up notice what is bringing them up and then call upon your ally to try to change the statement in your head from the selfdefeating one to the more positive uplifting one I hope this was helpful Again I do this with my clients over quite a few weeks if not months and I am there with them the whole time It is quite an involved process and can bring up a lot of very difficult feelingmemories If at any point you find it too hard to go at alone please seek help If you take anything away from this reply know that there is help out there and that it is possible to change the way you feel"	0	105	train
22	0	Can I change my feeling of being worthless to everyone	"Im going through some things with my feelings and myself I barely sleep and I do nothing but think about how Im worthless and how I shouldnt be here
   Ive never tried or contemplated suicide Ive always wanted to fix my issues but I never get around to it
   How can I change my feeling of being worthless to everyone"	httpscounselchatcomquestionscanichangemyfeelingofbeingworthlesstoeveryone	depression	Carmy Howard LMHC DCCChange is possible one session at a time	httpscounselchatcomtherapistscarmyhowardlmhcdcc	I am sorry you are feeling this way We all have narratives that we say to ourselves whether it is valid or not In your case it would be beneficial to explore when and how this belief began and rewrite your story There are different ways to explore and rewrite This process requires commitment selfreflection and courage	0	127	train
23	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Noorayne ChevalierMA RP CCC CCAC LLP Michigan	httpscounselchatcomtherapistsnooraynechevalier	Let me start by saying there are never too many concerns that you can bring into counselling In fact most people who come to see me for counselling have more than one issue they would like to work on in psychotherapy and most times these are all interconnected In counselling we work together collaboratively to figure out which issues you would like to address first and then together we develop an individualized plan of care Basically its like a road map of where you want to go how are you going to get there looking at stopovers some scenic routes others possibly not so scenic however necessary Of course these plans can also change due to internal what we have control over like our thoughts feelings and behaviours or external reasons those things that are outside our control I would encourage you to take the next step and reach out to a professional you can trust and build rapport with by cojourneying through whatever concerns you have by examining what has been working so far as you have learned to cope with some of your issues like insomnia depression and anxiety as well as being a breast cancer survivor Then to help you by developing new coping strategies Psychotherapy can be such a powerful tool to help you get to where it is you want to be I know you can do it and you will see firsthand how psychotherapy will help you to move past these points in your life where you are feeling stuckI like to quote Nike where their motto isjust do itYou can do it	2	477	train
24	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Heather BradleyHelping you heal from trauma and live meaningful lives	httpscounselchatcomtherapistsheatherbradley	It is never too late to get help and begin making significant changes and improvements in your life The right time is when you feel ready and open to change Sometimes when we have a history of trauma like sexual abuse the impact of that trauma can affect many areas of our lives as adults Working with a therapist who specializes in trauma is a great way to begin developing skills to manage present day life learn to regulate your emotions and nervous system when you become triggered and then in a safe environment have the opportunity to process past traumas so you can live your present life with more ease and joy People can and do recover from the impacts of trauma at any stage in their life It is never too late and you can feel better	1	629	train
25	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Sara Makin MSEdNCC1 Best Selling Author  Counselor	httpscounselchatcomtherapistssaramakinmsedncc	You have been through so much and it sounds like you have a lot of things that have complied over the years Regardless of the struggles you have been through you do not have too many issues for counseling Many times when someone starts out their counseling and healing journey there are multiple things they would like to address and work on If you decide to start counseling you and your therapist can decide collaboratively what you would like to process and work on first Be sure to express to your counselor if any of the above experiences youve been through is causing a lot of distress  as many times the first things addressed are the ones that are presently affecting your life or you emotionallyOften times when we experience negative situations in our life  but do not address them they bottle up inside us and can manifest in other ways such as depression or even physical symptoms like IBS or neck pain Counseling can give these bottled up emotions and situations a release Given the situation you shared not only do I not think that you have too many issues for counseling but believe that you will be a great candidate and can get a lot from it	1	926	train
26	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Shakeeta TorresFaith Based Mental Health Counselor	httpscounselchatcomtherapistsshakeetatorres	Absolutely not I strongly recommending working on one issueneed at a time In therapy you will set smart goals and objectives that will help you reach your goals I see you as a survivor and not a victim Best wishes to you	1	820	train
27	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Wendy MitaWorry less live more	httpscounselchatcomtherapistswendymita	Absolutely not In fact most people have many issues A lot lot of the issues you are describing commonly go hand in hand  in therapy speak we call it comorbid conditionsI would venture that most of the feelings you are struggling with stem from your early trauma You would benifit tremendously from counseling A good therapist will develope a treatment plan that addresses all of your needs With help you could definitely live a happy life without all of your anxiety and depression getting in the way	1	601	train
28	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Danielle JoelCompassionate Mental Health Care	httpscounselchatcomtherapistsdaniellejoel2	This is a great question I personally dont believe that any client could ever have too many issues for counseling In fact that type of thinking may be stopping you from seeking counseling so it may be hindering you from getting the help you need In fact all of what you described points to the importance of you seeking help in order to cope with the many challenges in your lifeIf you seek counseling it will be important for you to understand that you may need to remain in counseling for a sustained period of time in order to work through each of these issues All of these issues wont be able to be solved right away or in a brief period of time Counseling will take commitment and hard work but it is possible for you to recover and heal from all of the issues you describedMany clients come into counseling with numerous issues rather than just one particular thing Most of the time the issues relate to and exacerbate each other We call these comorbid conditions which means that two or more mental health problems exist at one time A lot of the times when you start to work on one issue the other issues get better as a resultI encourage you to find a professional therapist that can help you learn how to cope with all of the mental health difficulties that you described You deserve the help just as much as anyone else	1	215	train
29	1	Do I have too many issues for counseling	"I have so many issues to address I have a history of sexual abuse Im a breast cancer survivor and I am a lifetime insomniac    I have a long history of depression and Im beginning to have anxiety I have low self esteem but Ive been happily married for almost 35 years
   Ive never had counseling about any of this Do I have too many issues to address in counseling"	httpscounselchatcomquestionsdoihavetoomanyissuesforcounseling	depression	Olivia ClearHonor your spirit clarify your vision align with your purpose	httpscounselchatcomtherapistsoliviaclear	Hi Many people begin their therapeutic journey with histories just like yours and experience transformative shifts in their quality of life I hope you are able to find a counselor you feel comfortable working with and do the work if you feel called Best of luck on your journey	0	33	train
